State,City,Neighborhood,total population,number of males,number of females,number of people under 5,number of people aged 5-9,number of people aged 10-14,number of people aged 15-19,number of people aged 20-24,number of people aged 25-34,number of people aged 35-44,number of people aged 45-54,number of people aged 55-59,number of people aged 60-64,number of people aged 65-74,number of people aged 75-84,number of people aged over 85,median aged,number of white people,number of black people,number of native american people,number of asain people(including indian and chinese),number of indian people,number of chinese people,number of pacific islander,number of employeed people 16 and over,number of commuters who drive to work,number of commuter who carpool to work,number of commuter who took public transport to work,number of commuters who walk to work,number of commuters who work from home,people with health insurance,mean commute time to work,num of home owners,number of homes,number of houses built 2020 or more recent,Number of houses built 2010 to 2019,number of houses built 2000 to 2009,number of houses built 1990 to 1999,number of houses built 1980 to 1989,number of houses built 1970 to 1979,number of houses built 1960 to 1969,number of houses built 1950 to 1959,number of houses built 1940 to 1949,number of house built 1939 or before,number of people 25 years or older who have high school degree,number of poeple 25 years or older who have an associates degree,number of people 25 years or older who have a bachelors degree,number of people 25 years or older who have a grad or professional degree,median household yearly income,median montly housing costs,number of people born in the US,number of people born outside the US,number of naturalized citizens,number of non-citizens,number of people with a disability,Vibe,Activities,Gentrification_Flag
District of Columbia,Washington,Mayfair,64631.0,30287.0,34344.0,5207.0,4806.0,4966.0,4320.0,3793.0,10989.0,8735.0,6722.0,3566.0,3415.0,4701.0,2541.0,870.0,33.5,1333.0,58911.0,270.0,116.0,0.0,48.0,17.0,30673.0,11477.0,2081.0,7117.0,227.0,3270.0,61124.0,35.6,26731.0,29539.0,129.0,2353.0,2511.0,799.0,1017.0,2037.0,3909.0,6391.0,7107.0,3286.0,14234.0,2292.0,5435.0,4778.0,53394.0,1310.0,60917.0,3299.0,1810.0,1489.0,10685.0,"A small, residential neighborhood near the Anacostia River.",Explore Kenilworth Park & Aquatic Gardens for unique flora and fauna. Walk along the Anacostia River Trail for scenic views. Attend community events or explore nearby neighborhoods.,0.0
District of Columbia,Washington,McLean Gardens,32570.0,15167.0,17403.0,1510.0,2094.0,1952.0,3054.0,2352.0,2925.0,3620.0,4379.0,1834.0,1680.0,3524.0,2729.0,917.0,42.2,24856.0,2482.0,15.0,1944.0,728.0,324.0,0.0,16735.0,6002.0,745.0,2581.0,936.0,4895.0,31969.0,27.0,14235.0,15643.0,48.0,554.0,870.0,321.0,987.0,971.0,2106.0,2135.0,2566.0,5085.0,944.0,361.0,5351.0,13746.0,169489.0,2613.0,26695.0,5698.0,3236.0,2462.0,2442.0,"A quiet, green neighborhood with garden apartments and a park-like setting.",Visit McLean Gardens Community Center for activities and events. Explore the trails and open spaces at Glover-Archbold Park. Enjoy dining and shopping in nearby Cleveland Park or Tenleytown.,0.0
District of Columbia,Washington,Meridian Hill,50247.0,24818.0,25429.0,2573.0,1451.0,918.0,631.0,3141.0,17933.0,10047.0,5334.0,2550.0,1776.0,2464.0,1125.0,304.0,34.0,30792.0,8494.0,58.0,3231.0,1109.0,415.0,75.0,38016.0,6093.0,915.0,10633.0,6821.0,9314.0,48951.0,29.3,28525.0,31390.0,19.0,2655.0,2567.0,809.0,1142.0,1814.0,1856.0,2043.0,1819.0,16666.0,2829.0,524.0,14690.0,19820.0,132374.0,2358.0,41744.0,8359.0,3983.0,4376.0,3672.0,A vibrant and diverse neighborhood known for its iconic park and cultural history.,"Spend time at Meridian Hill Park, famous for its cascading fountains and Sunday drum circles. Explore nearby restaurants and bars in U Street or Columbia Heights. Admire the historic statues and architecture in the area.",0.0
District of Columbia,Washington,Michigan Park,20643.0,9866.0,10777.0,1643.0,1219.0,1245.0,739.0,1487.0,3443.0,3315.0,1899.0,1042.0,1173.0,1808.0,1167.0,463.0,36.2,6152.0,11243.0,41.0,982.0,293.0,167.0,15.0,10844.0,4062.0,544.0,2155.0,400.0,2399.0,19406.0,31.4,8411.0,8951.0,49.0,806.0,254.0,279.0,710.0,823.0,577.0,815.0,1498.0,3140.0,2132.0,654.0,3561.0,4622.0,97507.0,1923.0,16876.0,3452.0,1743.0,1709.0,2548.0,"A quiet, suburban-like neighborhood in Northeast DC with tree-lined streets and single-family homes.",Visit St. Anselm’s Abbey for its peaceful grounds and historical significance. Walk or bike along the trails at Fort Totten Park. Explore local spots for dining and community events in nearby Brookland.,0.0
District of Columbia,Washington,Mount Pleasant,32254.0,16315.0,15939.0,2363.0,1322.0,2009.0,1187.0,1424.0,10196.0,5263.0,3171.0,1406.0,1181.0,1924.0,604.0,204.0,32.4,14860.0,7288.0,278.0,1868.0,433.0,196.0,0.0,21192.0,4435.0,481.0,6158.0,1299.0,5568.0,29858.0,31.4,14406.0,15814.0,18.0,1057.0,1058.0,272.0,425.0,1296.0,878.0,1597.0,869.0,8344.0,2683.0,531.0,6226.0,9732.0,106560.0,1987.0,24122.0,7955.0,3469.0,4486.0,2981.0,A culturally diverse and vibrant neighborhood with historic charm and a close-knit community.,"Walk through Mount Pleasant Street for unique shops, cafes, and restaurants. Hike trails at nearby Rock Creek Park. Enjoy local farmers markets and art festivals.",1.0
District of Columbia,Washington,Mount Vernon Square,44056.0,22300.0,21756.0,1424.0,1010.0,853.0,1563.0,4067.0,16008.0,7375.0,4822.0,2037.0,1360.0,2380.0,934.0,223.0,33.1,21814.0,13355.0,116.0,3795.0,823.0,1832.0,14.0,32375.0,6357.0,1213.0,6090.0,5942.0,8740.0,42139.0,27.3,23611.0,26270.0,315.0,6855.0,4778.0,850.0,1115.0,1285.0,908.0,680.0,751.0,8733.0,3173.0,750.0,11557.0,15188.0,133211.0,2657.0,37357.0,6303.0,2959.0,3344.0,3590.0,An urban neighborhood with a mix of historic landmarks and modern developments.,Visit the Walter E. Washington Convention Center for events and exhibitions. Explore the Carnegie Library and Apple Store DC. Enjoy dining and nightlife options around 7th Street and Shaw.,1.0
District of Columbia,Washington,Mount Vernon Triangle,44056.0,22300.0,21756.0,1424.0,1010.0,853.0,1563.0,4067.0,16008.0,7375.0,4822.0,2037.0,1360.0,2380.0,934.0,223.0,33.1,21814.0,13355.0,116.0,3795.0,823.0,1832.0,14.0,32375.0,6357.0,1213.0,6090.0,5942.0,8740.0,42139.0,27.3,23611.0,26270.0,315.0,6855.0,4778.0,850.0,1115.0,1285.0,908.0,680.0,751.0,8733.0,3173.0,750.0,11557.0,15188.0,133211.0,2657.0,37357.0,6303.0,2959.0,3344.0,3590.0,"A fast-developing neighborhood with modern apartments, restaurants, and urban amenities.","Check out Milian Park for a quiet outdoor space in the city. Visit nearby galleries, like the National Portrait Gallery and American Art Museum. Dine at popular restaurants offering a variety of cuisines.",1.0
District of Columbia,Washington,Navy Yard,34585.0,17880.0,16705.0,1933.0,884.0,777.0,1246.0,1685.0,11511.0,7261.0,3082.0,1587.0,1093.0,2254.0,1005.0,267.0,34.4,23010.0,7671.0,71.0,1436.0,265.0,349.0,0.0,23646.0,5479.0,692.0,5757.0,2926.0,6190.0,31676.0,27.2,17291.0,19382.0,812.0,5334.0,2756.0,250.0,438.0,416.0,653.0,519.0,686.0,7518.0,2397.0,693.0,9533.0,13067.0,155054.0,2648.0,29862.0,2254.0,1395.0,859.0,2218.0,"A trendy, waterfront neighborhood known for its modern vibe and vibrant community.","Stroll along the Yards Park for its boardwalk, green spaces, and fountains. Catch a baseball game at Nationals Park. Visit the Washington Navy Yard Museum to learn about naval history.",1.0
District of Columbia,Washington,Naylor Gardens,52349.0,22416.0,29933.0,4541.0,3630.0,4278.0,2815.0,2559.0,8744.0,6484.0,5633.0,3134.0,3551.0,4023.0,2035.0,922.0,34.3,1544.0,47753.0,103.0,330.0,77.0,103.0,17.0,23974.0,8145.0,1538.0,5532.0,306.0,2615.0,49496.0,35.9,22777.0,25869.0,135.0,1382.0,1787.0,1609.0,848.0,2559.0,5342.0,4675.0,4849.0,2683.0,11045.0,1693.0,4832.0,4243.0,48106.0,1282.0,50133.0,1529.0,1117.0,412.0,8955.0,"A small, peaceful residential area with close proximity to parks and schools.","Explore nearby Fort Dupont Park for outdoor activities. Attend local community events or markets in Southeast DC. Relax in the quiet, suburban-like atmosphere.",0.0
District of Columbia,Washington,Near Northeast,70043.0,33369.0,36674.0,4154.0,3655.0,2799.0,2480.0,5130.0,19820.0,12927.0,8293.0,2549.0,3012.0,3290.0,1437.0,497.0,33.5,30789.0,29802.0,314.0,2044.0,291.0,509.0,30.0,46663.0,11137.0,1908.0,11344.0,3909.0,11907.0,67234.0,30.8,33351.0,37323.0,480.0,8094.0,1885.0,554.0,994.0,1255.0,1174.0,2589.0,3687.0,16611.0,6985.0,1648.0,15837.0,19070.0,107130.0,2230.0,62575.0,7026.0,3559.0,3467.0,6408.0,"A diverse, up-and-coming neighborhood with historic charm and a modern edge.","Explore H Street Corridor for dining, bars, and cultural events. Visit Union Market for artisan goods and food stalls. Attend live performances at Atlas Performing Arts Center.",0.0
District of Columbia,Washington,NoMa,70043.0,33369.0,36674.0,4154.0,3655.0,2799.0,2480.0,5130.0,19820.0,12927.0,8293.0,2549.0,3012.0,3290.0,1437.0,497.0,33.5,30789.0,29802.0,314.0,2044.0,291.0,509.0,30.0,46663.0,11137.0,1908.0,11344.0,3909.0,11907.0,67234.0,30.8,33351.0,37323.0,480.0,8094.0,1885.0,554.0,994.0,1255.0,1174.0,2589.0,3687.0,16611.0,6985.0,1648.0,15837.0,19070.0,107130.0,2230.0,62575.0,7026.0,3559.0,3467.0,6408.0,"A rapidly developing, modern neighborhood with a focus on urban living and connectivity.","Visit Alethia Tanner Park for outdoor concerts and green space. Check out the public art along the NoMa Parks Foundation’s trails. Enjoy craft breweries, restaurants, and rooftop views.",1.0
District of Columbia,Washington,North Cleveland Park,31057.5,14178.0,16879.5,1388.5,1578.5,1401.0,1779.0,2060.0,5242.0,4137.0,3821.5,1661.5,1575.5,3151.5,2307.5,954.0,40.45,23083.5,2757.0,73.5,1960.5,787.5,267.0,11.0,18028.0,5214.5,550.5,4077.5,1076.5,5300.0,30447.5,27.25,15574.0,16864.0,24.0,641.5,658.5,531.0,1146.5,1055.5,2308.5,2578.5,2257.5,5662.5,690.5,377.0,6630.0,13699.5,146311.5,2444.5,25444.5,5475.5,2981.5,2494.0,2487.0,"A residential, family-friendly area with a mix of suburban feel and urban convenience.",Visit Hearst Recreation Center for sports and outdoor activities. Explore the nearby Van Ness commercial district for dining and shopping. Walk to Soapstone Valley Park for nature trails.,0.0
District of Columbia,Washington,North Michigan Park,20643.0,9866.0,10777.0,1643.0,1219.0,1245.0,739.0,1487.0,3443.0,3315.0,1899.0,1042.0,1173.0,1808.0,1167.0,463.0,36.2,6152.0,11243.0,41.0,982.0,293.0,167.0,15.0,10844.0,4062.0,544.0,2155.0,400.0,2399.0,19406.0,31.4,8411.0,8951.0,49.0,806.0,254.0,279.0,710.0,823.0,577.0,815.0,1498.0,3140.0,2132.0,654.0,3561.0,4622.0,97507.0,1923.0,16876.0,3452.0,1743.0,1709.0,2548.0,"A quiet, suburban-style neighborhood with strong community ties.",Visit Fort Totten Park for hiking trails and green spaces. Participate in local church and community events. Explore nearby shops and cafes in Brookland or Rhode Island Avenue.,0.0
District of Columbia,Washington,Northeast Boundary,64631.0,30287.0,34344.0,5207.0,4806.0,4966.0,4320.0,3793.0,10989.0,8735.0,6722.0,3566.0,3415.0,4701.0,2541.0,870.0,33.5,1333.0,58911.0,270.0,116.0,0.0,48.0,17.0,30673.0,11477.0,2081.0,7117.0,227.0,3270.0,61124.0,35.6,26731.0,29539.0,129.0,2353.0,2511.0,799.0,1017.0,2037.0,3909.0,6391.0,7107.0,3286.0,14234.0,2292.0,5435.0,4778.0,53394.0,1310.0,60917.0,3299.0,1810.0,1489.0,10685.0,"A residential neighborhood on the city’s edge, offering a peaceful, suburban-like setting.",Visit nearby Deanwood Recreation Center for fitness and swimming. Walk or bike along the Marvin Gaye Trail. Explore local history and culture in surrounding areas.,0.0
District of Columbia,Washington,Observatory Circle,29545.0,13189.0,16356.0,1267.0,1063.0,850.0,504.0,1768.0,7559.0,4654.0,3264.0,1489.0,1471.0,2779.0,1886.0,991.0,38.7,21311.0,3032.0,132.0,1977.0,847.0,210.0,22.0,19321.0,4427.0,356.0,5574.0,1217.0,5705.0,28926.0,27.5,16913.0,18085.0,0.0,729.0,447.0,741.0,1306.0,1140.0,2511.0,3022.0,1949.0,6240.0,437.0,393.0,7909.0,13653.0,123134.0,2276.0,24194.0,5253.0,2727.0,2526.0,2532.0,"A serene, upscale neighborhood near major landmarks.","Visit Washington National Cathedral and Bishop’s Garden. Walk to the Naval Observatory, the official residence of the Vice President. Enjoy nearby Glover Park for dining and nightlife.",0.0
District of Columbia,Washington,Park Naylor,52349.0,22416.0,29933.0,4541.0,3630.0,4278.0,2815.0,2559.0,8744.0,6484.0,5633.0,3134.0,3551.0,4023.0,2035.0,922.0,34.3,1544.0,47753.0,103.0,330.0,77.0,103.0,17.0,23974.0,8145.0,1538.0,5532.0,306.0,2615.0,49496.0,35.9,22777.0,25869.0,135.0,1382.0,1787.0,1609.0,848.0,2559.0,5342.0,4675.0,4849.0,2683.0,11045.0,1693.0,4832.0,4243.0,48106.0,1282.0,50133.0,1529.0,1117.0,412.0,8955.0,A quiet residential neighborhood with easy access to Southeast DC’s parks and amenities.,Explore Fort Circle Park for trails and outdoor activities. Enjoy nearby local events and shops in Anacostia. Take a short trip to Eastern Market for food and shopping.,0.0
District of Columbia,Washington,Park View,32254.0,16315.0,15939.0,2363.0,1322.0,2009.0,1187.0,1424.0,10196.0,5263.0,3171.0,1406.0,1181.0,1924.0,604.0,204.0,32.4,14860.0,7288.0,278.0,1868.0,433.0,196.0,0.0,21192.0,4435.0,481.0,6158.0,1299.0,5568.0,29858.0,31.4,14406.0,15814.0,18.0,1057.0,1058.0,272.0,425.0,1296.0,878.0,1597.0,869.0,8344.0,2683.0,531.0,6226.0,9732.0,106560.0,1987.0,24122.0,7955.0,3469.0,4486.0,2981.0,A vibrant and diverse neighborhood with a growing arts and food scene.,Visit Bruce Monroe Community Park for outdoor events and leisure. Explore nearby Georgia Avenue for dining and nightlife. Attend local art and cultural events in neighboring Shaw.,1.0
District of Columbia,Washington,Penn Branch,52349.0,22416.0,29933.0,4541.0,3630.0,4278.0,2815.0,2559.0,8744.0,6484.0,5633.0,3134.0,3551.0,4023.0,2035.0,922.0,34.3,1544.0,47753.0,103.0,330.0,77.0,103.0,17.0,23974.0,8145.0,1538.0,5532.0,306.0,2615.0,49496.0,35.9,22777.0,25869.0,135.0,1382.0,1787.0,1609.0,848.0,2559.0,5342.0,4675.0,4849.0,2683.0,11045.0,1693.0,4832.0,4243.0,48106.0,1282.0,50133.0,1529.0,1117.0,412.0,8955.0,"A family-oriented, suburban-like neighborhood with historic significance.",Explore Fort Dupont Park for concerts and trails. Enjoy shopping and dining options at Pennsylvania Avenue. Attend community events and gatherings.,0.0
District of Columbia,Washington,Penn Quarter,1782.0,966.0,816.0,26.0,0.0,21.0,0.0,43.0,427.0,426.0,265.0,173.0,138.0,158.0,105.0,0.0,42.8,1528.0,49.0,0.0,116.0,12.0,24.0,0.0,1509.0,158.0,36.0,313.0,612.0,307.0,1661.0,19.8,1330.0,1609.0,0.0,38.0,595.0,514.0,169.0,51.0,25.0,59.0,9.0,149.0,40.0,18.0,544.0,1027.0,152955.0,2827.0,1468.0,294.0,156.0,138.0,92.0,"A lively, cultural hub with theaters, museums, and fine dining.",Visit Ford’s Theatre and the National Portrait Gallery. Explore Chinatown for authentic food and cultural experiences. Shop at upscale stores and enjoy the vibrant nightlife.,1.0
District of Columbia,Washington,Petworth,67127.0,32931.0,34196.0,4971.0,5181.0,3991.0,2531.0,3005.0,11166.0,12596.0,7929.0,3679.0,3351.0,4930.0,2323.0,1474.0,37.3,15149.0,36018.0,140.0,1181.0,526.0,184.0,13.0,37563.0,12720.0,2634.0,8109.0,700.0,8276.0,64165.0,34.0,27121.0,29790.0,134.0,2724.0,1111.0,484.0,871.0,988.0,1576.0,4967.0,3876.0,13059.0,8808.0,1452.0,11505.0,13754.0,97327.0,1844.0,52230.0,14730.0,6158.0,8572.0,7796.0,"A vibrant, community-driven neighborhood with a mix of historic homes and modern developments.","Visit President Lincoln’s Cottage, a historic site where Lincoln drafted the Emancipation Proclamation. Stroll through Petworth Recreation Center for playgrounds and sports. Enjoy the Petworth Farmers Market and local coffee shops like Qualia Coffee.",1.0
District of Columbia,Washington,Pleasant Hill,64631.0,30287.0,34344.0,5207.0,4806.0,4966.0,4320.0,3793.0,10989.0,8735.0,6722.0,3566.0,3415.0,4701.0,2541.0,870.0,33.5,1333.0,58911.0,270.0,116.0,0.0,48.0,17.0,30673.0,11477.0,2081.0,7117.0,227.0,3270.0,61124.0,35.6,26731.0,29539.0,129.0,2353.0,2511.0,799.0,1017.0,2037.0,3909.0,6391.0,7107.0,3286.0,14234.0,2292.0,5435.0,4778.0,53394.0,1310.0,60917.0,3299.0,1810.0,1489.0,10685.0,"A quiet, primarily residential neighborhood with a strong sense of community.",Relax in nearby parks such as Langdon Park. Explore dining and shopping in neighboring Brookland or Michigan Park. Attend local church events and community gatherings.,0.0
District of Columbia,Washington,Pleasant Plains,32254.0,16315.0,15939.0,2363.0,1322.0,2009.0,1187.0,1424.0,10196.0,5263.0,3171.0,1406.0,1181.0,1924.0,604.0,204.0,32.4,14860.0,7288.0,278.0,1868.0,433.0,196.0,0.0,21192.0,4435.0,481.0,6158.0,1299.0,5568.0,29858.0,31.4,14406.0,15814.0,18.0,1057.0,1058.0,272.0,425.0,1296.0,878.0,1597.0,869.0,8344.0,2683.0,531.0,6226.0,9732.0,106560.0,1987.0,24122.0,7955.0,3469.0,4486.0,2981.0,"A historic, centrally located neighborhood with a rich cultural heritage and proximity to Howard University.",Visit Howard University’s Campus and its historic landmarks. Explore nearby U Street Corridor for nightlife and dining. Enjoy green spaces like Bruce Monroe Community Park.,0.0
District of Columbia,Washington,Potomac Heights,23797.0,11425.0,12372.0,1193.0,1047.0,676.0,1269.0,1767.0,4605.0,3134.0,2899.0,1471.0,1575.0,2402.0,1402.0,357.0,38.4,18380.0,1253.0,5.0,1383.0,425.0,396.0,36.0,14818.0,4439.0,633.0,1749.0,2277.0,4254.0,23611.0,24.9,11826.0,13264.0,15.0,413.0,190.0,366.0,1391.0,832.0,1175.0,1887.0,1512.0,5483.0,497.0,225.0,5388.0,10361.0,145048.0,2318.0,18258.0,5518.0,2515.0,3003.0,1273.0,"A small, upscale enclave near the Potomac River, known for its serene atmosphere.",Walk or bike along the Capital Crescent Trail. Enjoy nearby parks such as Battery Kemble Park for picnics and hiking. Visit nearby The Palisades for local dining and events.,0.0
District of Columbia,Washington,Queens Chapel,20643.0,9866.0,10777.0,1643.0,1219.0,1245.0,739.0,1487.0,3443.0,3315.0,1899.0,1042.0,1173.0,1808.0,1167.0,463.0,36.2,6152.0,11243.0,41.0,982.0,293.0,167.0,15.0,10844.0,4062.0,544.0,2155.0,400.0,2399.0,19406.0,31.4,8411.0,8951.0,49.0,806.0,254.0,279.0,710.0,823.0,577.0,815.0,1498.0,3140.0,2132.0,654.0,3561.0,4622.0,97507.0,1923.0,16876.0,3452.0,1743.0,1709.0,2548.0,"A suburban-like area in Northeast DC, offering quiet streets and family-oriented living.",Explore nearby trails and green spaces at Fort Totten Park. Visit local shops and restaurants in the adjacent neighborhoods of Brookland and Woodridge. Attend cultural events or church gatherings.,0.0
District of Columbia,Washington,Randle Highlands,52349.0,22416.0,29933.0,4541.0,3630.0,4278.0,2815.0,2559.0,8744.0,6484.0,5633.0,3134.0,3551.0,4023.0,2035.0,922.0,34.3,1544.0,47753.0,103.0,330.0,77.0,103.0,17.0,23974.0,8145.0,1538.0,5532.0,306.0,2615.0,49496.0,35.9,22777.0,25869.0,135.0,1382.0,1787.0,1609.0,848.0,2559.0,5342.0,4675.0,4849.0,2683.0,11045.0,1693.0,4832.0,4243.0,48106.0,1282.0,50133.0,1529.0,1117.0,412.0,8955.0,A peaceful Southeast DC neighborhood with a mix of historic homes and modern residences.,Explore Fort Dupont Park for its concerts and hiking trails. Enjoy the scenic views of Anacostia River Park. Visit the nearby Hillcrest Community Center for activities and events.,0.0
District of Columbia,Washington,Riggs Park,67127.0,32931.0,34196.0,4971.0,5181.0,3991.0,2531.0,3005.0,11166.0,12596.0,7929.0,3679.0,3351.0,4930.0,2323.0,1474.0,37.3,15149.0,36018.0,140.0,1181.0,526.0,184.0,13.0,37563.0,12720.0,2634.0,8109.0,700.0,8276.0,64165.0,34.0,27121.0,29790.0,134.0,2724.0,1111.0,484.0,871.0,988.0,1576.0,4967.0,3876.0,13059.0,8808.0,1452.0,11505.0,13754.0,97327.0,1844.0,52230.0,14730.0,6158.0,8572.0,7796.0,A family-friendly neighborhood with a suburban feel and access to parks and schools.,Visit Fort Totten Park for trails and outdoor fun. Explore nearby Takoma for shopping and dining. Take part in local community events and markets.,0.0
District of Columbia,Washington,River Terrace,64631.0,30287.0,34344.0,5207.0,4806.0,4966.0,4320.0,3793.0,10989.0,8735.0,6722.0,3566.0,3415.0,4701.0,2541.0,870.0,33.5,1333.0,58911.0,270.0,116.0,0.0,48.0,17.0,30673.0,11477.0,2081.0,7117.0,227.0,3270.0,61124.0,35.6,26731.0,29539.0,129.0,2353.0,2511.0,799.0,1017.0,2037.0,3909.0,6391.0,7107.0,3286.0,14234.0,2292.0,5435.0,4778.0,53394.0,1310.0,60917.0,3299.0,1810.0,1489.0,10685.0,A quiet residential neighborhood located along the Anacostia River.,Visit River Terrace Park for picnics and beautiful river views. Explore the nearby Kenilworth Park & Aquatic Gardens. Participate in community clean-up events and green initiatives.,0.0
District of Columbia,Washington,Shaw,44056.0,22300.0,21756.0,1424.0,1010.0,853.0,1563.0,4067.0,16008.0,7375.0,4822.0,2037.0,1360.0,2380.0,934.0,223.0,33.1,21814.0,13355.0,116.0,3795.0,823.0,1832.0,14.0,32375.0,6357.0,1213.0,6090.0,5942.0,8740.0,42139.0,27.3,23611.0,26270.0,315.0,6855.0,4778.0,850.0,1115.0,1285.0,908.0,680.0,751.0,8733.0,3173.0,750.0,11557.0,15188.0,133211.0,2657.0,37357.0,6303.0,2959.0,3344.0,3590.0,A historic and vibrant neighborhood with a strong cultural and nightlife scene.,Explore the historic Howard Theatre and catch a live show. Visit the Shaw-Howard Metro Plaza for events and public art. Enjoy dining at top restaurants and bars on 9th and U Streets.,1.0
District of Columbia,Washington,Shepherd Park,17637.0,7828.0,9809.0,848.0,1518.0,1400.0,994.0,837.0,2151.0,2573.0,2029.0,1152.0,1158.0,1739.0,735.0,503.0,39.6,3991.0,10053.0,136.0,160.0,55.0,12.0,0.0,9892.0,3694.0,471.0,2367.0,219.0,2144.0,17094.0,36.7,6889.0,7383.0,32.0,552.0,312.0,73.0,222.0,30.0,713.0,1316.0,1128.0,3005.0,1552.0,354.0,2676.0,4380.0,110375.0,1923.0,14853.0,2715.0,1184.0,1531.0,1593.0,"A tree-lined, residential area known for its quiet streets and close-knit community.","Stroll through Rock Creek Park, which borders the neighborhood. Visit the Shepherd Park Library for family-friendly programs. Explore nearby Silver Spring for shopping and entertainment.",0.0
District of Columbia,Washington,Shipley Terrace,40266.0,19242.0,21024.0,3531.0,2787.0,2794.0,2439.0,2858.0,6512.0,5887.0,4107.0,2018.0,2631.0,3059.0,1117.0,526.0,33.7,3445.0,33560.0,73.0,297.0,17.0,68.0,0.0,19215.0,7078.0,1112.0,5358.0,382.0,1727.0,36830.0,36.5,17611.0,19716.0,63.0,1255.0,1895.0,1622.0,870.0,2476.0,3005.0,4324.0,2507.0,1699.0,9139.0,1706.0,2382.0,2964.0,47871.0,1305.0,37220.0,1319.0,713.0,606.0,6744.0,A suburban-like Southeast DC neighborhood with a family-friendly atmosphere.,Visit nearby Oxon Run Park for trails and playgrounds. Explore local events and markets at Anacostia Park. Enjoy quiet living with access to Southeast DC’s amenities.,0.0
